"","TP","Value","bNTI.ted.RC.partition","Habitat"
"1",1,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"2",2,1,"(-2, 2)   & [-1, -0.95]","Leaf"
"3",3,0,"(-2, 2)   & [-1, -0.95]","Leaf"
"4",4,4,"(-2, 2)   & [-1, -0.95]","Leaf"
"5",5,1,"(-2, 2)   & [-1, -0.95]","Leaf"
"6",6,3,"(-2, 2)   & [-1, -0.95]","Leaf"
"7",7,4,"(-2, 2)   & [-1, -0.95]","Leaf"
"8",8,8,"(-2, 2)   & [-1, -0.95]","Leaf"
"9",9,0,"(-2, 2)   & [-1, -0.95]","Leaf"
"10",10,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"11",11,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"12",12,2,"(-2, 2)   & [-1, -0.95]","Leaf"
"13",13,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"14",14,4,"(-2, 2)   & [-1, -0.95]","Leaf"
"15",15,11,"(-2, 2)   & [-1, -0.95]","Leaf"
"16",16,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"17",17,0,"(-2, 2)   & [-1, -0.95]","Leaf"
"18",1,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"19",2,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"20",3,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"21",4,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"22",5,12,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"23",6,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"24",7,11,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"25",8,11,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"26",9,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"27",10,12,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"28",11,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"29",12,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"30",13,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"31",14,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"32",15,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"33",16,9,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"34",17,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"35",1,11,"(-2, 2)   & [-1, -0.95]","Root"
"36",2,4,"(-2, 2)   & [-1, -0.95]","Root"
"37",3,8,"(-2, 2)   & [-1, -0.95]","Root"
"38",4,12,"(-2, 2)   & [-1, -0.95]","Root"
"39",5,14,"(-2, 2)   & [-1, -0.95]","Root"
"40",6,13,"(-2, 2)   & [-1, -0.95]","Root"
"41",7,14,"(-2, 2)   & [-1, -0.95]","Root"
"42",8,14,"(-2, 2)   & [-1, -0.95]","Root"
"43",9,13,"(-2, 2)   & [-1, -0.95]","Root"
"44",10,14,"(-2, 2)   & [-1, -0.95]","Root"
"45",11,10,"(-2, 2)   & [-1, -0.95]","Root"
"46",12,1,"(-2, 2)   & [-1, -0.95]","Root"
"47",13,11,"(-2, 2)   & [-1, -0.95]","Root"
"48",14,13,"(-2, 2)   & [-1, -0.95]","Root"
"49",15,7,"(-2, 2)   & [-1, -0.95]","Root"
"50",16,12,"(-2, 2)   & [-1, -0.95]","Root"
"51",17,9,"(-2, 2)   & [-1, -0.95]","Root"
"52",0,14,"(-2, 2)   & [-1, -0.95]","Soil"
"53",1,14,"(-2, 2)   & [-1, -0.95]","Soil"
"54",2,15,"(-2, 2)   & [-1, -0.95]","Soil"
"55",3,13,"(-2, 2)   & [-1, -0.95]","Soil"
"56",4,13,"(-2, 2)   & [-1, -0.95]","Soil"
"57",5,13,"(-2, 2)   & [-1, -0.95]","Soil"
"58",6,13,"(-2, 2)   & [-1, -0.95]","Soil"
"59",7,12,"(-2, 2)   & [-1, -0.95]","Soil"
"60",8,12,"(-2, 2)   & [-1, -0.95]","Soil"
"61",9,11,"(-2, 2)   & [-1, -0.95]","Soil"
"62",10,12,"(-2, 2)   & [-1, -0.95]","Soil"
"63",11,14,"(-2, 2)   & [-1, -0.95]","Soil"
"64",12,8,"(-2, 2)   & [-1, -0.95]","Soil"
"65",13,14,"(-2, 2)   & [-1, -0.95]","Soil"
"66",14,14,"(-2, 2)   & [-1, -0.95]","Soil"
"67",15,11,"(-2, 2)   & [-1, -0.95]","Soil"
"68",16,11,"(-2, 2)   & [-1, -0.95]","Soil"
"69",17,13,"(-2, 2)   & [-1, -0.95]","Soil"
"70",8,10,"(-2, 2)   & [-1, -0.95]","Leaf"
"71",9,8,"(-2, 2)   & [-1, -0.95]","Leaf"
"72",10,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"73",11,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"74",12,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"75",13,7,"(-2, 2)   & [-1, -0.95]","Leaf"
"76",14,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"77",15,9,"(-2, 2)   & [-1, -0.95]","Leaf"
"78",16,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"79",17,2,"(-2, 2)   & [-1, -0.95]","Leaf"
"80",8,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"81",9,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"82",10,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"83",11,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"84",12,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"85",13,10,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"86",14,12,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"87",15,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"88",16,10,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"89",17,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"90",8,15,"(-2, 2)   & [-1, -0.95]","Root"
"91",9,10,"(-2, 2)   & [-1, -0.95]","Root"
"92",10,12,"(-2, 2)   & [-1, -0.95]","Root"
"93",11,12,"(-2, 2)   & [-1, -0.95]","Root"
"94",12,15,"(-2, 2)   & [-1, -0.95]","Root"
"95",13,14,"(-2, 2)   & [-1, -0.95]","Root"
"96",14,14,"(-2, 2)   & [-1, -0.95]","Root"
"97",15,14,"(-2, 2)   & [-1, -0.95]","Root"
"98",16,12,"(-2, 2)   & [-1, -0.95]","Root"
"99",17,15,"(-2, 2)   & [-1, -0.95]","Root"
"100",0,15,"(-2, 2)   & [-1, -0.95]","Soil"
"101",8,14,"(-2, 2)   & [-1, -0.95]","Soil"
"102",9,13,"(-2, 2)   & [-1, -0.95]","Soil"
"103",10,11,"(-2, 2)   & [-1, -0.95]","Soil"
"104",11,12,"(-2, 2)   & [-1, -0.95]","Soil"
"105",12,15,"(-2, 2)   & [-1, -0.95]","Soil"
"106",13,14,"(-2, 2)   & [-1, -0.95]","Soil"
"107",14,14,"(-2, 2)   & [-1, -0.95]","Soil"
"108",15,9,"(-2, 2)   & [-1, -0.95]","Soil"
"109",16,15,"(-2, 2)   & [-1, -0.95]","Soil"
"110",17,13,"(-2, 2)   & [-1, -0.95]","Soil"
"111",3,3,"(-2, 2)   & [-1, -0.95]","Leaf"
"112",4,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"113",5,8,"(-2, 2)   & [-1, -0.95]","Leaf"
"114",6,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"115",7,2,"(-2, 2)   & [-1, -0.95]","Leaf"
"116",8,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"117",9,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"118",10,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"119",11,9,"(-2, 2)   & [-1, -0.95]","Leaf"
"120",12,0,"(-2, 2)   & [-1, -0.95]","Leaf"
"121",13,6,"(-2, 2)   & [-1, -0.95]","Leaf"
"122",14,11,"(-2, 2)   & [-1, -0.95]","Leaf"
"123",15,5,"(-2, 2)   & [-1, -0.95]","Leaf"
"124",16,11,"(-2, 2)   & [-1, -0.95]","Leaf"
"125",17,14,"(-2, 2)   & [-1, -0.95]","Leaf"
"126",3,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"127",4,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"128",5,12,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"129",6,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"130",7,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"131",8,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"132",9,10,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"133",10,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"134",11,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"135",12,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"136",13,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"137",14,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"138",15,15,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"139",16,14,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"140",17,13,"(-2, 2)   & [-1, -0.95]","Rhizosphere"
"141",3,9,"(-2, 2)   & [-1, -0.95]","Root"
"142",4,12,"(-2, 2)   & [-1, -0.95]","Root"
"143",5,13,"(-2, 2)   & [-1, -0.95]","Root"
"144",6,13,"(-2, 2)   & [-1, -0.95]","Root"
"145",7,8,"(-2, 2)   & [-1, -0.95]","Root"
"146",8,13,"(-2, 2)   & [-1, -0.95]","Root"
"147",9,6,"(-2, 2)   & [-1, -0.95]","Root"
"148",10,13,"(-2, 2)   & [-1, -0.95]","Root"
"149",11,7,"(-2, 2)   & [-1, -0.95]","Root"
"150",12,12,"(-2, 2)   & [-1, -0.95]","Root"
"151",13,10,"(-2, 2)   & [-1, -0.95]","Root"
"152",14,13,"(-2, 2)   & [-1, -0.95]","Root"
"153",15,11,"(-2, 2)   & [-1, -0.95]","Root"
"154",16,14,"(-2, 2)   & [-1, -0.95]","Root"
"155",17,12,"(-2, 2)   & [-1, -0.95]","Root"
"156",0,13,"(-2, 2)   & [-1, -0.95]","Soil"
"157",3,12,"(-2, 2)   & [-1, -0.95]","Soil"
"158",4,15,"(-2, 2)   & [-1, -0.95]","Soil"
"159",5,10,"(-2, 2)   & [-1, -0.95]","Soil"
"160",6,14,"(-2, 2)   & [-1, -0.95]","Soil"
"161",7,13,"(-2, 2)   & [-1, -0.95]","Soil"
"162",8,15,"(-2, 2)   & [-1, -0.95]","Soil"
"163",9,14,"(-2, 2)   & [-1, -0.95]","Soil"
"164",10,15,"(-2, 2)   & [-1, -0.95]","Soil"
"165",11,12,"(-2, 2)   & [-1, -0.95]","Soil"
"166",12,13,"(-2, 2)   & [-1, -0.95]","Soil"
"167",13,15,"(-2, 2)   & [-1, -0.95]","Soil"
"168",14,14,"(-2, 2)   & [-1, -0.95]","Soil"
"169",15,15,"(-2, 2)   & [-1, -0.95]","Soil"
"170",16,12,"(-2, 2)   & [-1, -0.95]","Soil"
"171",17,15,"(-2, 2)   & [-1, -0.95]","Soil"
"172",1,3,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"173",2,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"174",3,8,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"175",4,10,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"176",5,8,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"177",6,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"178",7,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"179",8,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"180",9,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"181",10,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"182",11,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"183",12,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"184",13,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"185",14,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"186",15,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"187",16,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"188",17,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"189",1,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"190",2,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"191",3,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"192",4,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"193",5,3,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"194",6,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"195",7,4,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"196",8,4,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"197",9,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"198",10,2,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"199",11,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"200",12,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"201",13,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"202",14,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"203",15,2,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"204",16,4,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"205",17,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"206",1,3,"(-2, 2)   & (-0.95, 0.95)","Root"
"207",2,9,"(-2, 2)   & (-0.95, 0.95)","Root"
"208",3,7,"(-2, 2)   & (-0.95, 0.95)","Root"
"209",4,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"210",5,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"211",6,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"212",7,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"213",8,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"214",9,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"215",10,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"216",11,3,"(-2, 2)   & (-0.95, 0.95)","Root"
"217",12,1,"(-2, 2)   & (-0.95, 0.95)","Root"
"218",13,3,"(-2, 2)   & (-0.95, 0.95)","Root"
"219",14,2,"(-2, 2)   & (-0.95, 0.95)","Root"
"220",15,2,"(-2, 2)   & (-0.95, 0.95)","Root"
"221",16,1,"(-2, 2)   & (-0.95, 0.95)","Root"
"222",17,4,"(-2, 2)   & (-0.95, 0.95)","Root"
"223",0,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"224",1,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"225",2,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"226",3,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"227",4,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"228",5,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"229",6,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"230",7,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"231",8,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"232",9,4,"(-2, 2)   & (-0.95, 0.95)","Soil"
"233",10,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"234",11,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"235",12,6,"(-2, 2)   & (-0.95, 0.95)","Soil"
"236",13,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"237",14,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"238",15,3,"(-2, 2)   & (-0.95, 0.95)","Soil"
"239",16,4,"(-2, 2)   & (-0.95, 0.95)","Soil"
"240",17,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"241",8,2,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"242",9,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"243",10,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"244",11,4,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"245",12,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"246",13,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"247",14,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"248",15,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"249",16,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"250",17,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"251",8,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"252",9,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"253",10,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"254",11,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"255",12,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"256",13,5,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"257",14,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"258",15,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"259",16,2,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"260",17,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"261",8,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"262",9,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"263",10,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"264",11,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"265",12,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"266",13,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"267",14,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"268",15,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"269",16,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"270",17,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"271",0,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"272",8,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"273",9,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"274",10,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"275",11,3,"(-2, 2)   & (-0.95, 0.95)","Soil"
"276",12,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"277",13,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"278",14,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"279",15,6,"(-2, 2)   & (-0.95, 0.95)","Soil"
"280",16,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"281",17,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"282",3,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"283",4,8,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"284",5,7,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"285",6,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"286",7,9,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"287",8,6,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"288",9,3,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"289",10,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"290",11,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"291",12,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"292",13,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"293",14,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"294",15,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"295",16,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"296",17,0,"(-2, 2)   & (-0.95, 0.95)","Leaf"
"297",3,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"298",4,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"299",5,2,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"300",6,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"301",7,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"302",8,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"303",9,4,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"304",10,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"305",11,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"306",12,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"307",13,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"308",14,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"309",15,0,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"310",16,1,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"311",17,2,"(-2, 2)   & (-0.95, 0.95)","Rhizosphere"
"312",3,6,"(-2, 2)   & (-0.95, 0.95)","Root"
"313",4,3,"(-2, 2)   & (-0.95, 0.95)","Root"
"314",5,2,"(-2, 2)   & (-0.95, 0.95)","Root"
"315",6,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"316",7,3,"(-2, 2)   & (-0.95, 0.95)","Root"
"317",8,1,"(-2, 2)   & (-0.95, 0.95)","Root"
"318",9,8,"(-2, 2)   & (-0.95, 0.95)","Root"
"319",10,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"320",11,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"321",12,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"322",13,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"323",14,1,"(-2, 2)   & (-0.95, 0.95)","Root"
"324",15,0,"(-2, 2)   & (-0.95, 0.95)","Root"
"325",16,1,"(-2, 2)   & (-0.95, 0.95)","Root"
"326",17,2,"(-2, 2)   & (-0.95, 0.95)","Root"
"327",0,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"328",3,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"329",4,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"330",5,3,"(-2, 2)   & (-0.95, 0.95)","Soil"
"331",6,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"332",7,1,"(-2, 2)   & (-0.95, 0.95)","Soil"
"333",8,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"334",9,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"335",10,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"336",11,3,"(-2, 2)   & (-0.95, 0.95)","Soil"
"337",12,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"338",13,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"339",14,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"340",15,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"341",16,2,"(-2, 2)   & (-0.95, 0.95)","Soil"
"342",17,0,"(-2, 2)   & (-0.95, 0.95)","Soil"
"343",1,0,"(-2, 2)   & [0.95, 1]","Leaf"
"344",2,1,"(-2, 2)   & [0.95, 1]","Leaf"
"345",3,2,"(-2, 2)   & [0.95, 1]","Leaf"
"346",4,1,"(-2, 2)   & [0.95, 1]","Leaf"
"347",5,1,"(-2, 2)   & [0.95, 1]","Leaf"
"348",6,0,"(-2, 2)   & [0.95, 1]","Leaf"
"349",7,0,"(-2, 2)   & [0.95, 1]","Leaf"
"350",8,0,"(-2, 2)   & [0.95, 1]","Leaf"
"351",9,0,"(-2, 2)   & [0.95, 1]","Leaf"
"352",10,0,"(-2, 2)   & [0.95, 1]","Leaf"
"353",11,0,"(-2, 2)   & [0.95, 1]","Leaf"
"354",12,0,"(-2, 2)   & [0.95, 1]","Leaf"
"355",13,0,"(-2, 2)   & [0.95, 1]","Leaf"
"356",14,0,"(-2, 2)   & [0.95, 1]","Leaf"
"357",15,0,"(-2, 2)   & [0.95, 1]","Leaf"
"358",16,0,"(-2, 2)   & [0.95, 1]","Leaf"
"359",17,0,"(-2, 2)   & [0.95, 1]","Leaf"
"360",1,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"361",2,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"362",3,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"363",4,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"364",5,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"365",6,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"366",7,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"367",8,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"368",9,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"369",10,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"370",11,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"371",12,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"372",13,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
"373",14,0,"(-2, 2)   & [0.95, 1]","Rhizosphere"
