"","PC1","PC2","Habitat","TP"
"TP01L01",-13.3966526829625,10.9167530764279,"Leaf",1
"TP01L02",-16.870487049938,10.9205998784509,"Leaf",1
"TP01L11",-14.1147347118511,9.63592706274589,"Leaf",1
"TP01L12",-17.7242803098705,7.99260064560141,"Leaf",1
"TP01L19",-31.0504998041326,-3.43348639585932,"Leaf",1
"TP01L20",-23.4416602364123,-5.73546638774433,"Leaf",1
"TP01R1",-10.9108901310047,12.327036139843,"Root",1
"TP01R11",-2.00786182819096,16.4542618049476,"Root",1
"TP01R12",-11.8401485239665,13.4015779322775,"Root",1
"TP01R19",-11.9497369159083,16.4744866834276,"Root",1
"TP01R2",-12.1601270424389,15.1474193248253,"Root",1
"TP01R20",-13.3126257633789,11.8801424225413,"Root",1
"TP01S1",35.2786375264324,-13.0314193636859,"Soil",1
"TP01S11",33.3140759473401,-12.9797474969556,"Soil",1
"TP01S12",41.4166665286951,-15.257827048629,"Soil",1
"TP01S19",31.420048138026,-12.2129094229419,"Soil",1
"TP01S2",37.1349739037266,-15.3712795284589,"Soil",1
"TP01S20",33.4094052063381,-12.4798548247805,"Soil",1
"TP01Z1",25.0565845792322,-6.09648126745308,"Rhizosphere",1
"TP01Z11",30.069351894528,-6.6077396143307,"Rhizosphere",1
"TP01Z12",24.2749017835598,-4.93262416563844,"Rhizosphere",1
"TP01Z19",26.9223330737846,-3.03445405365122,"Rhizosphere",1
"TP01Z2",18.5082492340987,-3.43077659001629,"Rhizosphere",1
"TP01Z20",26.68544465623,-5.00204715932428,"Rhizosphere",1
"TP02L01t",-33.9515980965833,-8.54513033207408,"Leaf",2
"TP02L02",-38.4575150061133,-11.2125400987066,"Leaf",2
"TP02L11",-33.3652011383503,-6.95558550724235,"Leaf",2
"TP02L12",-29.4186402903794,-1.05935622881345,"Leaf",2
"TP02L19",-22.2942123644777,7.11237944544485,"Leaf",2
"TP02L20t",-35.0442877911549,-7.28732432969231,"Leaf",2
"TP02R1",9.19634559853296,7.30675476150495,"Root",2
"TP02R11t",25.7409075913366,-5.92970479225333,"Root",2
"TP02R12",9.33570626202126,9.69071453270349,"Root",2
"TP02R19",5.12294947984387,10.0735126779269,"Root",2
"TP02R2",-9.82120571233897,6.95315078206468,"Root",2
"TP02R20",12.107149195775,5.6279117008739,"Root",2
"TP02S1",32.6164857600633,-11.7020154234301,"Soil",2
"TP02S11",32.5221469371612,-11.3125715978244,"Soil",2
"TP02S12",33.3805735840223,-13.1897864082284,"Soil",2
"TP02S19",32.9820641317792,-12.592784447968,"Soil",2
"TP02S2",34.5028677502237,-13.9501947204425,"Soil",2
"TP02S20",41.1606871509095,-12.0027138471946,"Soil",2
"TP02Z1",26.5171184742111,-6.8706935339526,"Rhizosphere",2
"TP02Z11",33.7251019352539,-8.06486338371821,"Rhizosphere",2
"TP02Z12",30.7402604622958,-6.75416045759135,"Rhizosphere",2
"TP02Z19",32.4021261572051,-9.67734410249309,"Rhizosphere",2
"TP02Z2",24.5556085354159,-6.99689543359349,"Rhizosphere",2
"TP02Z20",26.1220958007954,-8.73665873239737,"Rhizosphere",2
"TP03L01",-23.027249290182,7.88662111246421,"Leaf",3
"TP03L02",-24.3739512686201,6.71447662463533,"Leaf",3
"TP03L05",-34.8474831681652,-7.79390912668846,"Leaf",3
"TP03L06",-29.883579465526,-1.38925331457451,"Leaf",3
"TP03L11",-24.4040447420636,1.7502668518588,"Leaf",3
"TP03L12",-40.8064376745907,-13.5667533109522,"Leaf",3
"TP03L13t",-0.728534561888325,5.7225282397196,"Leaf",3
"TP03L14",-25.9663084834263,8.67060418035781,"Leaf",3
"TP03L17",-37.2526324697083,-13.6524720009912,"Leaf",3
"TP03L18",-23.4001570392095,3.64973085715652,"Leaf",3
"TP03L19",-36.2243823929624,-14.0977899956185,"Leaf",3
"TP03L20",-35.396245238033,-8.65127743836364,"Leaf",3
"TP03R1",3.7031481739818,9.40599126672561,"Root",3
"TP03R11",9.83435305408323,6.91726630075048,"Root",3
"TP03R12",6.41696683816598,12.5459612508025,"Root",3
"TP03R13",6.9578668981601,13.2611974249806,"Root",3
"TP03R14",0.548043093237052,15.7114835483796,"Root",3
"TP03R17",1.77099720641314,9.73564589820055,"Root",3
"TP03R18",0.127664491121896,14.4902953100269,"Root",3
"TP03R19",-5.25601256708411,14.8001136773737,"Root",3
"TP03R20",1.97390472238347,10.9137072573747,"Root",3
"TP03R2r",-2.35308621139741,11.5789752625603,"Root",3
"TP03R5",1.34055992592322,12.5495447490369,"Root",3
"TP03R6",0.452206356627586,12.2522639806602,"Root",3
"TP03S1",32.8134220347159,-10.9299447730896,"Soil",3
"TP03S11",35.1447001611453,-12.7868854553195,"Soil",3
"TP03S12",33.5188367156173,-9.49516976141417,"Soil",3
"TP03S13",35.258647120472,-9.02146508977594,"Soil",3
"TP03S14",34.8112443633529,-12.3684502991575,"Soil",3
"TP03S17",40.5626421747221,-14.2642600122657,"Soil",3
"TP03S18",36.0859516937177,-12.4729288302364,"Soil",3
"TP03S19",32.3815444039891,-9.804486705385,"Soil",3
"TP03S2",36.1702522501105,-14.6739977660871,"Soil",3
"TP03S20",40.5710591166511,-15.3411732501486,"Soil",3
"TP03S5",31.4049184252722,-7.63822184263593,"Soil",3
"TP03S6",35.4067774337145,-7.98612670366133,"Soil",3
"TP03Z1",24.1908255514932,0.720029427417742,"Rhizosphere",3
"TP03Z11",29.2054626951948,-4.43874921942444,"Rhizosphere",3
"TP03Z12",22.0213931016598,-4.00717751645276,"Rhizosphere",3
"TP03Z13",34.4024279089344,-3.14689034236047,"Rhizosphere",3
"TP03Z14",30.4754999109909,-5.24320291682895,"Rhizosphere",3
"TP03Z17",37.078077828431,-5.59397295927803,"Rhizosphere",3
"TP03Z18",31.3663957045941,-2.88848868364457,"Rhizosphere",3
"TP03Z19",33.5284154117311,-7.82720355276513,"Rhizosphere",3
"TP03Z2",24.0866721508692,-3.58894857247989,"Rhizosphere",3
"TP03Z20",34.7644682944538,-4.93487502751694,"Rhizosphere",3
"TP03Z5",19.6128245090519,-1.76212765081709,"Rhizosphere",3
"TP03Z6",26.5886927767253,-4.07827091868598,"Rhizosphere",3
"TP04L01",-33.8164604889054,-9.54545270937413,"Leaf",4
"TP04L02",-27.6923651379749,0.219766002232774,"Leaf",4
"TP04L05",-21.847276828431,7.91718533859211,"Leaf",4
"TP04L06",-23.4770533721934,3.59899744422855,"Leaf",4
"TP04L11",-28.8248569490678,0.231631383086017,"Leaf",4
"TP04L12",-42.1989997689251,-14.567297287372,"Leaf",4
"TP04L13",-35.9841999434461,-9.50744109696595,"Leaf",4
"TP04L14",-18.488340256424,2.92760333397574,"Leaf",4
"TP04L17t",-38.5496891985435,-15.6017111700689,"Leaf",4
"TP04L18",-14.3071942077768,7.87878072386192,"Leaf",4
"TP04L19",-23.8656612408141,4.2471491798251,"Leaf",4
"TP04L20",-24.5974089630924,2.90435074383785,"Leaf",4
"TP04R1",7.27735245101669,13.82339051994,"Root",4
"TP04R11",5.37562572376491,12.714130044926,"Root",4
"TP04R12",3.27564385119609,16.0205745077915,"Root",4
"TP04R13",4.13933431230018,10.4612884880212,"Root",4
"TP04R14",5.87198549414136,10.3550867798888,"Root",4
"TP04R17",6.44850575434708,4.22159114532226,"Root",4
"TP04R18",6.05285012506486,8.08540757460039,"Root",4
"TP04R19",8.34198150253608,13.1581210394511,"Root",4
"TP04R2",3.89163400228726,14.4131149629655,"Root",4
"TP04R20",5.18505714911396,17.0564113723091,"Root",4
"TP04R5",2.85506172700514,10.8226912559559,"Root",4
"TP04R6",2.67426352649032,12.8825047025412,"Root",4
"TP04S1",35.9048815174145,-10.948085355625,"Soil",4
"TP04S11",30.487119250578,-4.91733090882458,"Soil",4
"TP04S12",33.013452092269,-8.60973584631641,"Soil",4
"TP04S13",33.3253483067677,-9.25839754293502,"Soil",4
"TP04S14",33.2792587843149,-11.1017748966251,"Soil",4
"TP04S17",33.1008230270836,-11.0509255819704,"Soil",4
"TP04S18",37.7104467033549,-8.93188020717564,"Soil",4
"TP04S19",26.4780008290595,-9.08323739925011,"Soil",4
"TP04S2",48.3444202685198,-13.3684696166899,"Soil",4
"TP04S20",33.3673334209625,-8.71793588221599,"Soil",4
"TP04S5",41.5940538859436,-15.422715925392,"Soil",4
"TP04S6",41.5171439160285,-10.8676896385434,"Soil",4
"TP04Z1",20.4334023528334,0.75915903517571,"Rhizosphere",4
"TP04Z11",26.2134304146136,-5.57720792745531,"Rhizosphere",4
"TP04Z12",18.5710990013236,2.29502237979707,"Rhizosphere",4
"TP04Z13",24.4305808872167,-6.77004688932325,"Rhizosphere",4
"TP04Z14",22.8113074599869,-5.58272939126626,"Rhizosphere",4
"TP04Z17",21.1084762098693,-7.40029258088579,"Rhizosphere",4
"TP04Z18",18.6098229535784,-1.53202263079104,"Rhizosphere",4
"TP04Z19",29.2946841429133,-4.21000063810066,"Rhizosphere",4
"TP04Z2",27.8443807585909,-2.1159225654359,"Rhizosphere",4
"TP04Z20",29.7767933797022,0.578518408801571,"Rhizosphere",4
"TP04Z5",19.4074645601214,-3.56898189399531,"Rhizosphere",4
"TP04Z6",20.0850184264163,-4.5086217292461,"Rhizosphere",4
"TP05L01",-36.7129011956418,-8.07352742581044,"Leaf",5
"TP05L02",-24.2451322525151,5.46976957396464,"Leaf",5
"TP05L05",-22.593845499548,5.58410388723601,"Leaf",5
"TP05L06",-24.2024473640078,-0.34772258562806,"Leaf",5
"TP05L11",-18.0584272518655,4.76368650027797,"Leaf",5
"TP05L12t",-41.5321694399361,-17.039230539286,"Leaf",5
"TP05L13",-21.2698368331665,9.05922764379051,"Leaf",5
"TP05L14",-19.502513499907,-0.0119461515570184,"Leaf",5
"TP05L17",-23.1078524240406,3.97153550683327,"Leaf",5
"TP05L18",-24.6595078495761,8.49479451106744,"Leaf",5
"TP05L19",-20.2851625217026,4.39839343980802,"Leaf",5
"TP05L20",-17.1509450872224,8.96437240026985,"Leaf",5
"TP05R1",0.552184565433532,13.9709261530435,"Root",5
"TP05R11",1.8887887002696,14.4396189515503,"Root",5
"TP05R12",0.456423310896639,15.8309875015828,"Root",5
"TP05R13",3.48439969308021,11.158628064042,"Root",5
"TP05R14",-1.57820433233854,8.12452620768088,"Root",5
"TP05R17",-3.68562476465691,7.80707859257326,"Root",5
"TP05R18",-2.56815067389525,11.9662004555466,"Root",5
"TP05R19",5.71719423190544,12.1474962317201,"Root",5
"TP05R2",-2.75444264738234,12.9582630732619,"Root",5
"TP05R20",0.0936229435523218,17.2886589541948,"Root",5
"TP05R5",-8.5386171060609,10.5813432770608,"Root",5
"TP05R6",3.255951868191,9.99379365546006,"Root",5
"TP05S1",33.0773920943755,-10.6322741832707,"Soil",5
"TP05S11",31.9805237702949,-7.7691002109657,"Soil",5
"TP05S12",30.6018206882902,-7.431603661951,"Soil",5
"TP05S13",30.6783258853283,-8.98181605858046,"Soil",5
"TP05S14a",-16.2735851497001,22.2204694610526,"Soil",5
"TP05S17",32.6125731934184,-9.31107306737685,"Soil",5
"TP05S18",29.2105504911042,-8.46116001606528,"Soil",5
"TP05S19",31.0227900575962,-8.33400935242393,"Soil",5
"TP05S2",34.6250287570278,-12.1180979223074,"Soil",5
"TP05S20",29.6534523280388,-3.90801443332937,"Soil",5
"TP05S5",30.6140065153806,-8.88034770944041,"Soil",5
"TP05S6",31.7182634898767,-9.04789282242321,"Soil",5
"TP05Z1",19.7201218029539,-1.73649588332502,"Rhizosphere",5
"TP05Z11",20.7597157557026,-0.829637454095858,"Rhizosphere",5
"TP05Z12",20.4869616230997,3.33071875671987,"Rhizosphere",5
"TP05Z13",21.3661687750117,-3.52156627739226,"Rhizosphere",5
"TP05Z14",13.8169032061941,-3.18585614768476,"Rhizosphere",5
"TP05Z17",15.6963070642007,-6.70493366019898,"Rhizosphere",5
"TP05Z18",14.44108524107,-2.0403055006634,"Rhizosphere",5
"TP05Z19",20.006001154831,-3.17626446586145,"Rhizosphere",5
"TP05Z2",21.948289484389,0.322693216091954,"Rhizosphere",5
"TP05Z20",14.8513009173401,5.08896871628018,"Rhizosphere",5
"TP05Z5",30.5807226509193,-5.32796131044118,"Rhizosphere",5
"TP05Z6",11.6312282123077,-2.23801257224659,"Rhizosphere",5
"TP06L1",-22.6471511966255,2.51822437924226,"Leaf",6
"TP06L11",-23.3404948124538,-1.77670676178756,"Leaf",6
"TP06L12",-23.6508392698973,6.83788158516232,"Leaf",6
"TP06L13",-21.8962300068477,0.153111047009309,"Leaf",6
"TP06L14",-25.7847561243629,1.50561267339191,"Leaf",6
"TP06L17",-24.190075332631,3.52818075954544,"Leaf",6
"TP06L18",-24.4128460992296,3.06007435384071,"Leaf",6
"TP06L19",-29.1220978970951,0.610724703379438,"Leaf",6
"TP06L2",-25.4965597504846,2.23996751789316,"Leaf",6
"TP06L20",-37.9966783987247,-11.1968023640716,"Leaf",6
"TP06L5",-26.0521225289334,5.3640281184027,"Leaf",6
"TP06L6",-24.4913416250934,-0.624351188420344,"Leaf",6
"TP06R1",-7.18855225088598,22.3378506826529,"Root",6
"TP06R11",-12.908941227858,22.8354712939012,"Root",6
"TP06R12",-14.6591389951025,24.4405026836774,"Root",6
"TP06R13",-4.56838736015018,15.7803630533302,"Root",6
"TP06R14",-0.580690625552317,9.44320196776064,"Root",6
"TP06R17",-3.0010813141826,8.66753843157715,"Root",6
"TP06R18",5.3812592128741,8.24523487352697,"Root",6
"TP06R19",1.98926550349681,19.8544402746928,"Root",6
"TP06R2",-8.4030718304572,20.6655587287122,"Root",6
"TP06R20",-3.30811975150116,22.1602894863771,"Root",6
"TP06R5",-3.72095223495838,15.8932350697665,"Root",6
"TP06R6",0.898833114673264,7.76613893135792,"Root",6
"TP06S1",30.0310514049792,-3.6523524482921,"Soil",6
"TP06S11",33.1868178161008,-6.6596451474872,"Soil",6
"TP06S12",34.017678477476,-6.13333204930176,"Soil",6
"TP06S13",32.3464539486696,-9.475981746719,"Soil",6
"TP06S14",32.8837956373238,-8.93079299493459,"Soil",6
"TP06S17",29.2325333785898,-6.26724599398533,"Soil",6
"TP06S18",33.1959974405284,-9.62253021958662,"Soil",6
"TP06S19",36.6398268043804,-9.45684456772851,"Soil",6
"TP06S2",32.3661864424187,-5.65453562690047,"Soil",6
"TP06S20",37.0169605298146,-8.43199322811473,"Soil",6
"TP06S5",31.8783394101359,-8.25958857452054,"Soil",6
"TP06S6",31.3852439469201,-8.11708429999245,"Soil",6
"TP06Z1",15.8533164317619,8.13729550091716,"Rhizosphere",6
"TP06Z11",12.2388236462807,5.05710997823382,"Rhizosphere",6
"TP06Z12",13.9675913830993,4.68826321050799,"Rhizosphere",6
"TP06Z13",14.3174187088646,0.505045812576768,"Rhizosphere",6
"TP06Z14",13.5923141189533,-3.07392023025993,"Rhizosphere",6
"TP06Z17",15.2199426509141,-4.56602738445501,"Rhizosphere",6
"TP06Z18",10.3422763539704,-2.08366409246886,"Rhizosphere",6
"TP06Z19",18.2165208678113,2.36735216350374,"Rhizosphere",6
"TP06Z2",16.7607717826127,1.90292526024185,"Rhizosphere",6
"TP06Z20",23.4648848647527,-3.93990549615099,"Rhizosphere",6
"TP06Z5",19.2629881221748,0.971936766027075,"Rhizosphere",6
"TP06Z6",11.157872878871,-2.13723545608715,"Rhizosphere",6
"TP07L1",-34.1036601337476,-7.87550629458914,"Leaf",7
"TP07L11",-34.1369277111165,-5.29861650039337,"Leaf",7
"TP07L12",-37.5468182250364,-13.7526272051952,"Leaf",7
"TP07L13",-35.8039090672687,-12.2155368786377,"Leaf",7
"TP07L14",-2.42444248371521,13.5001927926762,"Root",7
"TP07L17",-27.0582576482393,3.55532713999967,"Leaf",7
"TP07L18",-25.782189760962,2.84329869245443,"Leaf",7
"TP07L19",-26.7614283325161,4.88048015619953,"Leaf",7
"TP07L2",-37.5590569553954,-11.8719909382595,"Leaf",7
"TP07L20",-2.11073048565627,19.033525081807,"Root",7
"TP07L5",-33.2376980679354,-9.51735537705659,"Leaf",7
"TP07L6",-36.3256090387111,-4.33236576724054,"Leaf",7
"TP07R1",-5.13064843603789,22.7814346668212,"Root",7
"TP07R11",-4.07073884844452,19.2332274974795,"Root",7
"TP07R12",-8.95236102887144,22.0372360447095,"Root",7
"TP07R13",4.99128489948412,8.13065498913887,"Root",7
"TP07R14r",-30.3665015500871,3.11159077063316,"Leaf",7
"TP07R17",-5.23467819890895,10.8496614123079,"Root",7
"TP07R18",-2.12484489545342,12.1730973101282,"Root",7
"TP07R19",-8.44965321948393,24.1344436552041,"Root",7
"TP07R2",-3.52480291536369,18.4410536711691,"Root",7
"TP07R20t",-38.5075620641835,-16.3530501255215,"Leaf",7
"TP07R5",0.422770722033573,13.813288213761,"Root",7
"TP07R6",-1.38017382697224,11.0020834096951,"Root",7
"TP07S1",32.0594458719877,-1.24910024726802,"Soil",7
"TP07S11",30.4257709492394,-4.72761507856972,"Soil",7
"TP07S12",32.5452309098228,-1.78258520489539,"Soil",7
"TP07S13",33.3663674940552,-11.5238860084903,"Soil",7
"TP07S14",16.2066971531944,0.0410216753572685,"Soil",7
"TP07S17",36.5539616257752,-10.5729025693816,"Soil",7
"TP07S18",32.8449941898097,-9.99014852163661,"Soil",7
"TP07S19",28.9787966840059,-3.68550713330273,"Soil",7
"TP07S2",35.6779252211952,-8.59189144786108,"Soil",7
"TP07S20",31.3663768217293,-4.47063672562133,"Soil",7
"TP07S5",28.6945964592205,-5.58748428656362,"Soil",7
"TP07S6",34.2372100513711,-8.87808710422478,"Soil",7
"TP07Z1",14.9807204309308,7.91454748724082,"Rhizosphere",7
"TP07Z11",19.3497458674288,4.64669999277818,"Rhizosphere",7
"TP07Z12",18.3898802802166,4.01741064832303,"Rhizosphere",7
"TP07Z13",16.5230080785022,-0.825235895569425,"Rhizosphere",7
"TP07Z14",14.4142098291118,-0.546212799126031,"Rhizosphere",7
"TP07Z17",10.0779299060874,0.393782414487649,"Rhizosphere",7
"TP07Z18",14.1815283622749,1.8039768265769,"Rhizosphere",7
"TP07Z19",21.4324431382728,4.43402231300736,"Rhizosphere",7
"TP07Z2",22.9919582732326,0.0961001826295008,"Rhizosphere",7
"TP07Z20",23.0574336499496,0.320061024658867,"Rhizosphere",7
"TP07Z5",10.8403150862879,1.22848149182601,"Rhizosphere",7
"TP07Z6",12.2227617741961,-3.36981374433807,"Rhizosphere",7
"TP08L01",-39.6389823040471,-14.4202946303997,"Leaf",8
"TP08L02",-39.604111022958,-16.7526328902811,"Leaf",8
"TP08L03",-41.1481545659135,-19.3790110817463,"Leaf",8
"TP08L04",-39.3524558119438,-16.5616664895234,"Leaf",8
"TP08L05",-40.1702472976314,-15.5124886928141,"Leaf",8
"TP08L06",-40.8587441010275,-16.9458327879489,"Leaf",8
"TP08L11",-37.9954214969238,-11.2912589714533,"Leaf",8
"TP08L12",-40.788210166479,-13.8942458995428,"Leaf",8
"TP08L13",-41.89018858901,-16.1686891612903,"Leaf",8
"TP08L14t",-39.993141333141,-16.122340423289,"Leaf",8
"TP08L15",-38.7955511630725,-13.7480601563412,"Leaf",8
"TP08L16",-38.355436376157,-12.1130836188692,"Leaf",8
"TP08L17",-36.7444464611042,-11.4045415337693,"Leaf",8
"TP08L18t",-39.6944431624948,-16.9159317091915,"Leaf",8
"TP08L19",-36.7610295068466,-15.3703949375846,"Leaf",8
"TP08L20t",-38.1323114761472,-16.8405058515763,"Leaf",8
"TP08L21t",-38.6484122225379,-19.0544259733327,"Leaf",8
"TP08L22",-38.1415059058271,-14.6766262278503,"Leaf",8
"TP08R1",-15.0898104176888,27.1194019761608,"Root",8
"TP08R11",-3.34236115652829,21.3628329841523,"Root",8
"TP08R12",-16.0722574345819,24.0939468834107,"Root",8
"TP08R13",-4.40048067499753,16.1439848081019,"Root",8
"TP08R15",-9.66817296516667,21.0543407285654,"Root",8
"TP08R16",-10.1237212921458,22.5952059814613,"Root",8
"TP08R17",-9.93993453908761,15.8479198226086,"Root",8
"TP08R18",-3.68439118673156,7.86257497498433,"Root",8
"TP08R19",-8.59233690135082,22.8565300862675,"Root",8
